,Username,Tweet,Category
1374,kikikecrit,"@vpecresse On la critique suite au Zénith ( misogynie) des journalistes identifiants des manquements grave à la primaire de la droite : c’est une boule en puante ! Vous critiquez son programme : c’est du bashing anti-Pecresse ! Cette candidate a du mal avec la démocratie",0
1375,Djjbat,"@liobrd @MARCLANDES40 @vpecresse Exact. J'ai pensé la mm chose .
Mm la elle plagie .Aucune originalité
Miss détresse",1
1376,bellatock1,"@ActusNonStop @vpecresse En tout cas tu n auras pas ma voix miss bobo",1
1377,curtis_ond,"@mxmichulaa Taubira pas africaine, Karine baste son mari est européen. Imany ça fait 1 mdr, ensuite moi je peux citer les rama yade sibeth ndiaye toutes les miss afro ainsi que les comédiennes afro comme celle avec djemili ou encore celle aux 7 demandes de mariages.",?
1378,Philipp55447095,"@BFMTV @vpecresse @alexiscuvillier @MariePBourgeois Et quand E Macron ira - hout seul - vous verrez le ton différends et leche cul que ces journalistes auront. Honte .....",1
1379,DavidDoyer1,"@BFMTV @vpecresse Ce trou du cul de Duhamel considère en gros MLP et EZ  anti-républicain …comment voulez vous que les Français ne soient pas révoltés,en gros il insulte 33 % des Français .",1
1380,cmoi96032101,"@BFMTV @vpecresse c’est une belle femme @vpecresse",?
1381,keikei30529402,"@RenaudMuselier @jeromegodefroy @vpecresse @BFMTV Mr Muselier , vous pouvez dire ce que vous voulez, la réalité est bien que vous avez dû lécher le cul de Macron pour garder la région ! Pas glorieux",1
1382,Lrpecresse2022,"Bon les Lozeriens je suis à bloque on  va coller à bloque du Pécresse !! Je veux une femme compétente présidente de la République ! #pecresse2022 vive #fillon mais #pecressepresidente la Lozère sera encore plus belle avec des affiches de Pécresse 🐯🐯🐯🐯",0
1383,BarboProd,"@vpecresse “Boule puante” ?? Non c’est justement un élément essentiel !C’est la véracité même de son élection qui est remise en cause.

#PecresseDetresse #douglasgate #FaceABFM",0
1384,CorbeauO,"@vpecresse sauf celles de nos factures de gaz 😅🤣là, elle sen bat lec, c le prix à payer....définitivement  hors jeu, ça et son pass et vaccin pour les mômes, le compte est bon, pas de bulletin pour elle, comme macron, à dégager !!! 😅🤣🦵un coup de pied au cul les 2 🤣😂 https://t.co/vcr5cq1aNT",1
1385,Lele95228133,"Pkoi il pose ds questions techniques à #Pécresse et a Zemmouri ce sont des questions simples c'est lui qui mène la barque c'est lui qui les embarque dans sn mnde illisible il est mène à la baguette sacré leche cul👉media
 heureusement qu'il y a @EmmanuelMacron c le pls crédible",1
1386,SaveMeUp1,"@Verchain @BilgerPhilippe @vpecresse @MaximeSwitek @BFMTV Cours vite lecher le cul de ton pote Zemmour et oublie-nous !",1
1387,iroycobis,"@Fachonormandv10 Ah et en supplément Pecresse enchaîne casserole sur casserole : Alstom, meeting à chier, sortie sur Poutine, traite Ciotti de boulet etc

Les élus LR Ciottistes vont basculer chez E.Z tout comme les voix ! 🚀",0
1388,Nozdormu40,"@CharlesConsigny @vpecresse @EmmanuelMacron Charles ta langue est trop loin dans son cul, c’est dangereux",1
1389,Aref33106522,"@laurenthauss @DouglasPecresse @Sylvie5064 @vpecresse Elle touche le fond miss botoxe!!!!",2
1390,John47406833,"@Cyrilhanouna @C8TV @vpecresse @h2oprodoff Cyril excuse moi mais c'est quoi cette façon de recevoir les invités sérieux...??!! Vous invitez une personne qui a manifester devant l'église, où ce petit connard !! De Benjamin à montrer son cul et outrager des millions de chrétiens !! Et vous l'emmerder à cause de dieudoné !",1
1391,JulienApostat,"@vpecresse @lesRepublicains La boule puante provient de son propre camp ...",0
1392,NGruncho,"Hola!
Suis pas pro zemmour.Mais comme beaucoup de français je découvre  chaque jour une nouvelle casserole accrochée à  cette femme.
Pecresse c’est une honte absolue pour la democratie.
Les vrais victimes, ce sont les chiens et les morts qu’elle fait voter pour arriver àtout prix https://t.co/18CdcI8ACx",1
1393,Bou_Bou17,"@fine7156 @vpecresse @BFMTV Serte de retour Miss 🤷🏻‍♂️ mais en pleine forme je vois 😂😂😂😂😂",2
1394,bornacco,"@Anne_Hidalgo Tu peux mentir, personne ne t'écoute.
Aucune crédibilité des sociaux traîtres, miss 1,5%.",1
1395,Christi20938933,"@CharlesConsigny @vpecresse Oui bien sur et nous les robots on t'emmerdent.  Démerde toi tout seul avec cette casserole. 🤣🤣😅🤣🤣😅😅",1
1396,XKomodor,"@Xavier29264121 @Fabien_Roussel Candidat intègre ? Je cherche ... Melenchon : casserole, Z : Casserole, Marine : Casserole, Pécresse : y a un chien dans les électeurs ... je cherche encore !",0
1397,SiracideXIII,"@CharlesConsigny @vpecresse Sors donc ce balai de ton cul Charles.",1
1398,GuyManmins,"@DamienRieu On comprend donc son ralliement à Pécresse, la crainte des islamistes. Avec elle, il ne risque rien. C'est un peu comme rallier Macron quand on a une casserole au cul qui se profile (Woerth). Une sorte de totem d'immunité, comme dans Koh Lanta",0
1399,Miss_Peluche,"Valérie Pécresse, c’est la Hidalgo des LR #douglasGate",0
1400,CotiL10,"@ChVaillot @vpecresse Tu vas être quoi Charlotte dans son gouvernement de trous du cul ? Tu laveras ses culottes à ta Mecresse.",1
1401,marioro18045689,"@ManonCantin49 @FilRouge06 @vpecresse Ils copient les américains ?  Ah oui, avec toutes les casseroles qu'elle traine son chemin politique est devenu un cul de sac.",0
1402,CecileGalant1,"@fred_manfrin Tu entends ça @ROVERduMOULIN ""couché "" ,il ""pète "" sec ton @fred_manfrin le grand gentil daron😃...peut-être donner des cours à miss Pécresse!Cécile. ❤🐺.",?
1403,MISTERDIAS21,"@Cyril_H_CVDL @OnattendL @ZemmourEric A 100 %  pour la démocratie ! Mais pourquoi Mister Zemmour et Miss Marine ou Taubira et surtout les petits candidats..!",0
1404,romain_cro,"#LePen n'a plus de parti, #Pécresse sera bientôt élue miss coucouille, #Zemmour a le champs libre à droite. #Hidalgo sera première dauphine à miss coucouille, #Jadot #Roussel sont dans la sauce, #Mélenchon à le champs libre à gauche. Qui au second tour contre #Macron ?",2
1405,DonglePuck,"#Pecresse une casserole de plus ça sent le #Fillon bis repetitas, va t elle arriver au 1er tour ? https://t.co/zIeMUL3d9s",0
1406,RS34740,"@le_Parisien Des mesures vraiment puissantes 🤣 et quoi Miss Pécresse. Elle est complément à l'ouest. C'est Poutine en face, en 2/2 il pourrait être en France avec son armée.",0
1407,chrisre62,"@vpecresse @BFMTV Bfm vous fait de la pub sur la fraude de la primaire,  
Vous traînez des casserole comme fillon....🤣🤣🤣👍",0
1408,LaurentBibas,"Et alors ? Comme ils ne trouvent aucune casserole chez Pecresse, ils vont faire les poubelles d’une primaire qui , de l’avis de tous les participants, a très bien fonctionné https://t.co/RwoYvhtasU",0
1409,miss_terique,"⚡🇨🇵INFO - La primaire #LR a été entachée de manœuvres frauduleuses, selon une enquête de Libération. Parmi les adhérents, on retrouve des adhérents fictifs, d'autres décédés et même un chien ! Des pratiques remettant en question la sincérité du scrutin... https://t.co/1Ghnq64JJW",0
1410,RS34740,"@BFMTV Elle s'y croit. Dire stop à Poutine. La 7ième compagnie, dire Stop à la Russie, elle a de l'humour. Personne bouge contre la Russie, même les ricains, ils font dans leur froc. Elle est vraiment con, Miss Pécresse.",1
1411,phjedi,"En ces temps sérieux que sont une élection présidentielle, je remercie @vpecresse de nous la rendre légère !

Ses bourdes, son chien, ses actions Alstom, maître Gims, le financement de SOS Méditerranée, son mémorable Zénith, ses papillonnements de cil… Miss Bean",1
1412,88Bulle,"@vpecresse @BFMTV Va te cacher, tu es la honte incarnée... C'est fatiguant les merdes comme toi et ton jumeau, désolée des termes mais vous faites vraiment chier la bande de young leaders qui ne s'occupe que de son cul sale",1
1413,phmg31,"@vpecresse Miss France a dit pareil, la guerre c'est pas bien...",2
1414,jeamartin78,"@RichardFerrand @LCP Ah! AH! AH! l'autruche enfouis sa tête dans le sable ( pour ne pas voir le problème) elle oublie seulement que son cul est à porté de bottes 👢 👢. @BFMParis @CNEWS @EnsembleEMacron @ZemmourEric @vpecresse @MLP_officiel",1
1415,twitietgrominet,"@ADublanche @priscathevenot @gerard_larcher @vpecresse Il les combattra courageusement du fond de son siège déformé par son cul en appelant à voter Macron au deuxième tour.  Le fameux courage républicain. 😂",0
1416,rabatstens,"@GilbertCollard Misérable hidalgo qui nous sort du trou du cul et qui nous salit en dehors !!! Retourne avec ta haine et ton incompétence debile dans les caves égouts de l’hôtel de ville",1
1417,burge_la,"@BFMTV Faut l'envoyer en russie et demain le conflit est terminé, poutine passera la serpillère et s'occupera du linge de pecresse après avoir été déchu de son poste😅 #pecressewonderwomandewish",0
1418,Reinette47,"@ZemmourEric Miss Miaou Miaou Miaou alias @vpecresse fait adhérer et voter des WOUAF WOUAF (chien) !",1
1419,PJAlfonsi,"@GiBBBS375 @lesRepublicains Tu dois avoir de la merde dans les yeux ou dans les oreilles. Pour  Région Ile de France Pecresse c'est battu corps et âmes contre ce gouvernement de Faux Cul et de traitre  #jevotepourPecresse et toute la Corse, le Var et le 06 vont voter pour Pecresse",0
1420,HasoftConcept,"@priscathevenot @ADublanche @gerard_larcher @vpecresse Dommage d'être idiote à ce point !...
Le club des pestes LREM ne manque pas d'adhérents, et la Prisca tient son rang.
Quel est le tromblon qui chez LREM vous dispensent les cours de vulgarité, de malhonnêteté, vous apprend vos récitations diffamantes ?
Les Riens En Merdouille...",2
1421,dulacmajeur,"@LaurentSegnis @xxxx_Neo_xxxx Dame Pécresse aurait demandé à la communauté asiatique de s'inscrire et voter pour elle. A mon avis, elle a pris la place de X. Bertrand. Une tricheuse, on comprend pourquoi elle n'a aucune colonne vertébrale, seule compte sa pomme et son mari, celui qui va garder les enfants.",1
1422,EDECHAUMONT,"@eric_dref @vpecresse miss 20h02 consulte les ambassadeurs !
à quel titre ? en prime elle risque de passer sous l'excellent @JLMelenchon ce 10/04 donc camembert mémère !",2
1423,RAS_LE_CUL,"FRANÇAIS NE VOTEZ PAS AVANT D'AVOIR LU CETTE HISTOIRE CE MEURTRE
https://t.co/aZTP3aAKMh

VOUS PRÉSIDENTIABLES ÊTES LES GARANTS DE LA DÉMOCRATIE &amp; CONSTITUTION NE FAITES PAS PASSER VOTRE POUVOIR AVANT NOS VIES! 
 @EmmanuelMacron @vpecresse @ZemmourEric @JLMelenchon @MLP_officiel https://t.co/64GrSWVxwZ",0
1424,ClPeqt,"@veroniquegenest @Nandilaure Le boulet c'est Pécresse
Affaire Alstom elle est rattrapé par la patrouille comme dit le proverbe
Quand on veut monter au cocotier il faut avoir le cul propre
Et merci pour ce moment",1
1425,soong1313,"@DouglasPecresse @Ereminette @vpecresse Imagine espèce 2sale petit batard 2cleps àta mémère @vpecresse , à cause de ton unique voix tu lui as mis fort dans le cul à @ECiotti   Il doit grave avoir les boules. Chez @lesRepublicains la corruption c’est leur ligne de conduite, même entre eux, donc au niveau national C 🧨 https://t.co/w3LsGq2Uwb",2
1426,Miss_Peluche,"Aller Valérie, arrête de faire ta Beagle !  #Pecresse https://t.co/xFSKsvPp1r",1
1427,Marileen97one,"@Margotte57000 @vpecresse Mettre la charrue avant les bœufs?...vendre la peau de l'ours ?... tirer des plans sur la comète ?... ou péter plus haut que son cul?...",1
1428,Assala4064,"@Anne_Hidalgo Occupe-toi de paris , avant de vouloir t’occuper de ce qu’il ce passe ailleurs. Déjà que tu n’es pas capable de géré une ville , alors pour le reste occupe-toi de ton cul …",1
1429,Miss_Peluche,"@gerard_larcher @vpecresse Vous n’avez pas honte de dire aux Français de voter pour une candidate nullissime.",1
1430,SalveRequiem,"@Anne_Hidalgo Ce qui me trou le cul c'est qu'une incompétente comme vous doit probablement gagner + de 15k nets par mois, pendant que des travailleurs raisonnés et conscient de la géopolitique se casse le cul à toucher 1200 par mois, en maitrisant un sujet mieux que vous. Vous me faites gerber",1
1431,OutOBox1,"@EliseMiaou77 Et s’il répond juste « niet », elle propose quoi pour la suite miss Pécresse ?",0
1432,HAMDADVITR1,"@franceinter @vpecresse La misogynie en France relève un climat sournois. Les   femmes représentent 51,6 % de la population en France. 
Il est grand temps que les Français affirment haut et fort que l'on vote pour une femme. Valérie Pécresse est une Cheffe, une belle femme, talentueuse et compétente.",0
1433,RogerJolly20,"@GilbertCollard Si MLP, Zemmour, Melenchon n'ont pas leurs parrainage.
Ils faut que tous ceux qui envisageaient de voter pour eux. Votent pour Jean Lassalle.
Histoire de leur mettre un coup de pompe dans le cul.
Ce serait rigolo qu'il élimine Pécresse au 1er tour.",1
1434,JeanCelentano,"@F_Desouche Mais tu es qui @Anne_Hidalgo a dire quoi que ce soi t?
Tu parles de démocratie a réagir de la sorte ? C'est pas que tu as donné ton cul pour les parrainages que faut avoir de l'ambition. La démocratie n'existe plus dans ce pays. De brider tel candidat par peur vous êtes fun",1
1435,cailloutiam,"@LCI @fhollande @Anne_Hidalgo @faureolivier @EliMartichoux Ce n'est pas un tort que de ne pas plébisciter une candidate en laquelle vs ne croyez pas ! Même pour un membre de sa famille, il n'est pas forcement de bon ton d'abonder dans son sens si on n'est pas inspiré par ses idées et sa personnalité, c plutôt faux cul non ?",1
1436,JMarfeuil,"Quand #Pecresse pique dans la caisse pour financer sa campagne en insérant une vidéo à sa gloire dans des ordinateurs destinés aux lycéens ! Encore une casserole chez les #LR que nous ne voudrions pas de retour au pouvoir en 2022. #Pecresse2022 c’est non. https://t.co/kelV6b36Ka https://t.co/gQumgpRHa7",0
1437,MARCTrublion,"@Anne_Hidalgo 

Miss foldingue , qui sont ceux qui vous conseillent .ils veulent vous finir.vous êtes sous la coupe des wokes???",2
1438,MarcelA06078340,"@MamieOltene @mompontet Certains vieillissent mal! C’est bien connu. Et Ségolène Royal est une femme aigrie, trompée en permanence par son ex. père de ses enfants, par Martine Aubry, par le PS très machiste à l’époque » Mais qui va garder les enfants » Fabius. Mélenchon lui ressemble beaucoup: frustré.",2
1439,Yvy52,"@Franck_tayelore Et la miss sourire Pecresse serait à 11%😂😂😂👍👍👍",1
1440,zubial7,"@alainavello @vpecresse Ceux qui rêve du modèle américain sont des dupes
Ce pays impérialistes et égoïstes se soucient comme d une guigne des autres benêts qui lui lechent le cul",1
1441,gambrinus67,"@DebordValerie @vpecresse Surement pas, elle déteste l'Alsace, alors à la 🗑️ la miss.",1
1442,CartillierDenis,"@lesRepublicains @vpecresse @avecValerie Un jour va falloir retirer votre masque pour qu'on sache qui vous êtes vraiment. Car entre Miss France, Dora l'exploratrice, Pierrette Richard, une représentante du catalogue de la ""re-doute"", une girouette de jardin ou une potiche clignotant les yeux, on n'arrive pas à savoir.",2
1443,Alexf80341509,"Faut que les #Elus se bougent le cul parce qu’on ne veut pas d’un scénario électoral dans lequel il faudra choisir entre Macron/Pecresse/hidalgo, quel putain de naufrage, sinon il faut cesser ce système des #Parrainages 🤦🏻‍♀️ https://t.co/GJlteNwJnr",0
1444,LaFrancedabord6,"Une femme comme #Hidalgo qui a transformé la plus belle ville du monde en poubelle pleine de rats.... ose parler de démocratie https://t.co/E9WNoLwle3",0
1445,MelindaMarcha10,"Valérie Pécresse « Ce vaccin est un formidable espoir, il faut le rendre obligatoire ». Next ENCORE UNE RAISON PARMI LES 200 AUTRES POUR NE PAS VOTER V PECRESSE
#Pécressemacronne
Avis au futur président pas de vaccin covid obligatoire... dans le cul votre merde",1
1446,Sylvain400,"Au nom de la ""démocratie"" -la leur- 
 Miss Hidalgo est à 2 % .... https://t.co/AUUOLnqRFu",0
1447,EstellerMarlen1,"Après la casserole #Roussel avec un emploi pas très clair, la casserole #Pécresse avec #Alstom ?  Une campagne électorale très animée à la française.",0
1448,lemportemoi,"@LaFrancematuer @vpecresse @ECiotti @lesRepublicains Pécresse est dans un concours de Miss France ou une campagne pour en être présidente ?",2
1449,onayragu,"@InterPolitique @Anne_Hidalgo @ZemmourEric En fait, madame j’ai réussi avec ma bouche et mon cul, le problème d’acquisition de parrainages montre la corruption et les pressions exercées par les différentes administrations. Ça va changer avec des actions comme balance ton maire.",2
1450,Coucho20,"@pere_anne @vpecresse @avecValerie Ok mais de garage ou de casserole ?!",?
1451,AngelHearthSH,"@TheZemmourist @libe @chez_pol D'un côté oui c'est une serpillère,mais il est le seul atout de Pécresse actuellement, l'avoir serait un plus ...",1
1452,Cedric_ck13,"@MathiasUlmann @Anne_Hidalgo Ces Sondages à la con qui représentent un poil de cul parmis la population française et pourtant tout le monde leurs donne un poids énorme... Ce pays est foutu, on aura toujours des comiques au pouvoir hélas mais on a les politiques que l'ont mérité après toit 🤷🤡",0
1453,maverick01300,"@Lafranquizanzib @InterPolitique @Anne_Hidalgo @ZemmourEric Son cul lui a rendu service vous voulez dire?",2
1454,miss_kokora,"Valérie Pécresse attaquée en justice sur ses liens supposés avec Alstom https://t.co/jaREeX6IEP",0
1455,_______liberty,"@F_Desouche @clemence442 @ECiotti devrait avoir un peu d’honneur et lâcher Pecresse ! Il se fait traiter comme un serpillère et en redemande ! Assumez vos convictions et laissez tomber cette misère que représente les LR avec Pecresse. Les LR vont finir comme le PS",0
1456,jadeline42,"@LeHuffPost Et aller encore une casserole et j’espère que ça ne sera pas la dernière !!Faut se débarrasser des parasites avant les élections !!!! Vite vite vite!! Après Roussel, v’la Pecresse!!! Ça sent bon pour notre Z!!!! #RousselRendLArgent  #PecresseNaufrage  #ZemmourPresident2022 !",1
1457,RitaCalamity,"@datirachida Une belle femme qui ne dit pas du mal de A.Hidalgo ....finalement j'aime ces têtes couronnées qui savent se taire ....elles finissent par avoir du charme. C'était la minute ""Royauté et fanfreluches"" https://t.co/Vl7RGEy3MF",2
1458,theLastRempart,"Mais quelle humiliation pour @ECiotti ! Le gars a tout perdu. Il a fait la serpillère pour Pecresse s’attirant les foudres des supporters du Z et maintenant il se fait humilier en interne 😂😂😂 https://t.co/u6JrkDbOeA",1
1459,patriciale04,"@parisienencoler c est pour la mettre dedans la miss Hidalgo ?",?
1460,GOZLAN12962071,"Pécresse est ""morte"" avant d'avoir été,  elle ""pète plus haut que son cul"" dirait on dans un bar de village! 
Cette femme n'a aucune vision politique, aucun charisme, aucun humanisme. C'est un ""rien arrogant, méprisant non essentiel""! https://t.co/wDi4JTmcye",1
1461,les_inter,"C'est à lui de se bouger le cul !! 
Il a voulu se présenter, il assume son choix. Ça aide à faire le tri. C'est la même règle pour
tous les candidats ! https://t.co/vyrrCakPn8 via @franceinter",0
1462,Michelle56920,"@Instrevise @Anne_Hidalgo Miss #saccageparis va commencer par le théâtre des 2 ânes !",1
1463,DanyTEX3,"@PhdeVilliers @TETUmag @vpecresse @Samuel_Lafont @Reconquete2022 Actuellement il y a un problème de parrainage, les maires il faut leur remuer le cul, ils donnent leur parainage aux minables, LEPEN, ZEMOUR,la Merluche, sont éliminés à ce jour car pas assez de parainages. Qu'on nous donne la liste des maires avec leur parainage on verra ..",1
1464,MIMOSA6983,"@Stop_Hidalgo Heureusement (Hidalgo...) et malheureusement (la + belle ville du monde), je n'habite pas Paris. Quelle suffisance cette femme, inapte, fière (de quoi ??). Elle n'a honte de rien. J'adore vos posts, je suis hilare.",1
1465,tomawashi,"@RigautYann @ahmidb1 @Portes_Thomas @JLMelenchon Je ne nie pas qu'il est le moins bien placé des 4 challengers potentiels,à ce jour.
Cependant il reste à la fois le filtre des parrainages (compliqué pour Taubira) et des affaires (casserole de Roussel) qui peuvent changer les choses.
Sans compter les indécis, nbreux à gauche.",0
1466,RitaCalamity,"@Guillaume_Glp @vpecresse @JRep75010 @LR75_10 @avecValerie @JReps_75 @_____walid @ValRouffiac @Jeunes_avec_VP @LRepublicains75 @GeoffreyCarva @JeunesVP_Paris @jeunesreps Miss ""études médiocres"" vous remercie . https://t.co/a1TKINetnE",1
1467,isamauricio,"@NathalieLoiseau @vpecresse 😂 c’est la cruche qui connais pas la géographie de son pays et miss bourdes diplomatiques qui prétend donner des leçons de géopolitique maintenant!? Je comprends pourquoi les français partent ailleurs avec ça pour les représenter  y a de quoi avoir envie de fuir!",2
1468,AsOfHeart,"@NathalieLoiseau @vpecresse On a bien compris que le poudré vous faisait sauter le petit de temps en temps pas la peine de lui faire dorer le cul a ce point ça devient limite",1
1469,MMichel47444967,"@valerieboyer13 @BilgerPhilippe @vpecresse @avecValerie Une sacrée casserole! https://t.co/aKrwD2dpLY",0
1470,fouifouine99,"#Elysee2022 #FranceInter je sais pas ce que vous en pensez? Mais depuis que miss catastrophe alias Ségolène Royal c'est occupée de la banquise ça fond de tous les côtés au PS sauf pour François Hollande qui ressemble de plus en plus un phoque https://t.co/7squYhOnha",1
1471,WilSedlex,"- LA TECHNIQUE DE L'AFFAIRE PÉNALE SURGELÉE FERA-T-ELLE ENCORE RECETTE ? -
En 2017, Monsieur @FrancoisFillon se faisait cisailler par les magistrats du @pr_financier qui ne manqueront pas de surgir pareillement pour décoiffer Miss @vpecresse en 2022...
Nous attendons de voir ça ! https://t.co/hDGyUKhnro",0
1472,BLAISEPatrick7,"@NathalieLoiseau @vpecresse C'est vrai que par rapport aux analyses de Miss Europe de LaRem toutes les autres paraissent saugrenues. 🤣🤣",?
1473,LonBrr,"@publicsenat @JLMelenchon @yjadot @Fabien_Roussel @Anne_Hidalgo 
Si Macron est favori malgré son bilan c’est dire combien vous autres, candidats, êtes des sombres merdes…
La gauche n’a pas su se sortir les doigts du cul… 
La seule à la hauteur c’est @ChTaubira tant pis pour la France…",1
1474,lilouletram,"@GG_RMC @Anne_Hidalgo @fredhermel Elle va nous casser les oreilles jusqu'à quand la miss Falco ? Insupportable",1
1475,DTeigneux,"@lafeeMC12 @vpecresse Miss Versailles avec le reverend @BrunoRetailleau en villegiature le marionnettiste @ECiotti n'etait pas là ? Vivement que ce cinema se termine ...",0
1476,LindienJojo,"@franceinter @vpecresse Donc VP commente sur Twitter un appel d’une autre personne qu’elle vers une autre personne au sujet des propos d’une autre personne ! En plus d’être miss boulette, elle perd les pédales et toute dignité. Ahurissant qu’elle ose parler des petite politiques politiciennes des autres",1
1477,bricehardelin,"@CharlesConsigny Vous êtes vraiment en dessous de tout. Qu’êtes vous petit minable commentateur de plateau télé? Macron a le mérite d’être actif. Vous les LR, Fillon et l’extrême droite êtes les lèches cul de Poutine. Pecresse l’a encore prouvé ce matin sur France Inter. Vous me faites gerber!🤮",1
1478,Pourquo68488163,"@VivianeMicaud @Anne_Hidalgo Bientôt 🤣😂, elle a plus de chance de devenir Miss Camping",2
1479,COCO83100,"@juuskow340 @Nadia20213 @TPMP @l_boyard @SOS_Racisme @Cyrilhanouna @RNational_off Vote Macron ou Melanchon ou Pecresse tu as pas assez mal au cul 🤮🤮🤮 remarque avec ton pseudo cela te plaît 😂😂😂😂",1
1480,jibsxl,"@RoyalSegolene Vous voulez concourir pour Miss Monde ? #Paix",2
1481,Columbo36790987,"@vpecresse Avec la casserole Alstom qui vous poursuit, cela risque d’être compliqué pour vous",0
1482,ed_vstock,"Le conflit en Ukraine pourrait bien faire réélire Macron (si tant est qu'il y avait un doute), en ce qu'il va être un formidable révélateur de la nullité de ses opposants en diplomatie. Pécresse a un discours de Miss, Mélenchon, Zemmour et Le Pen sont borderline pro-russes...",0
1483,lombard_tristan,"@vpecresse Échanges sincères ..?? 😳 tu parles! Fake la miss Pec #macpec",1
1484,PourMonDrapeau,"Pour faire oublier son côté Miss Tick la méchante de Disney, Hidalgo change une nouvelle fois d’affiche de campagne photoshoppée à fond https://t.co/dCfLndUQun https://t.co/2U5Dy4Bi6w",1
1485,lovabelow98,"@ChTaubira L'art de dire tout et son contraire dans ce message. En gros, il faut répondre à une agression militaire avec vigueur, mais en restant chez nous et en discutant avec les belligérants par téléphone. Et n'oubliez pas de faire une déclaration en mode ""pan pan cul cul, va au coin""",0
1486,TomasiJLouis,"@christineboutin @Carolinebharati @vpecresse #Pecresse c'est la fausse droite chiraquienne aux convictions qui changent avec l'air du temps dont on ne veut plus.
Insupportable insincérité et racolage !
Bien évidemment qu'elle était avec @LaManifPourTous dans la rue, tout comme ce faux cul de @jf_cope, autre chiraquien.",1
1487,LenoirSeb,"@RoyalSegolene Merci Miss Bravitude pour cette excellente analyse 🤦‍♂️🤦‍♂️🤦‍♂️",1
1488,LaurentPILLOT,"@RoyalSegolene Moi qui pensait que seuls les hommes pouvaient faire preuve d’un tel ego aveuglant . Une pensée pour renaud : miss maggie ! Miss Sego, vous me désolez",2
1489,Camille16eme,"@ChTaubira Et elle propose quoi, Miss Guyane ? 🤔",2
1490,PColains,"@ECiotti @vpecresse @AJoyandet Heureusement qu’elle n’était là votre Pecresse…sinon vous auriez eu l’air bien bête avec Miss 20h02 ! Le nombre de LR que je croise (et pas des moindres) et qui me que c’est une bécassine qui ne va rien régler du tout… Vous ne même pas surpris en plus, cher @ECiotti !",1
1491,_Vinalt,"Pas mal la miss sa tweet un peu csoir? 😉 https://t.co/CE5nUINUBA",2
1492,p_i_m_s_,"Serpillère https://t.co/RHHcfEIq7s",1
1493,GIGA1198s,"@Plusdetrains @vpecresse J’avoue que la miss m’a énormément déçu. Comment peut-elle espérer être élue en ne faisant pas son travail?",1
1494,sky1948,"La seule crédible ? Après les affaires Fillon ? Mais vous oubliez la «  casserole «  Alstom de Pécresse notre fleuron français https://t.co/Npao3DE0Fp",0
1495,raletou53,"@24hPujadas Dire à ce super 🤡 de Gattegno

Nathalie Arthaud a eu ces 500 parrainages.
Son analyse totalement faux cul de bon chic bon genre
Un charlatan haineux.",1
1496,CartillierDenis,"@vpecresse @GilAverous @JCFromantin Madame ""je veux, je veux..."" , une perle notre Valérie... entre Miss France, Pierrette Richard, Dora l'exploratrice et une girouette de jardin, j'ai du mal à la situer.. sûrement un peu de tout ça...",2
1497,ChassisKarim,"si pour les #élections on met tous notre papier dans notre cul ça fait un deuxième tour on peux votre pour qui on veut. et si y’en a un il arrive à mettre pecresse en entière direct dans son cul il peut choisir le président meme des femme #imagine",2
1498,lounaalgeseneg,"@BFMTV En tout cas le medef n’a pas été convaincu car aucune solution de ce qui proposé zemmour le patronat veut plus de travail et de solution des propositions de zemmour lepen et pecresse pas de leurs lécher 👅 le cul ils veulent comment ils vont chiffrer leurs promesses au medef ✌️",1
1499,EDECHAUMONT,"@Dbussereau vous racontez des conneries !
Hidalgo se bouge le cul pour aller serrer des pognes de maires ? non elle reste assise le cul dans son fauteuil à la mairie de Paris. qu'elle continue elle pourra en faire son bunker de la mairie de Paris car la démocratie n'est pas ça !!!",1
1500,crisanascazzie,"un week end entier avec flavie et une journée avec ayumi jspr que qlq un.e leur a montré le tiktok de miss pecresse 🙏🏼 #eil5 #skamfrance",?
1501,jeandeflorette5,"« J’ai le sentiment que, dans le débat politique aujourd’hui, il vaut mieux être un fasciste négationniste qu’une femme de gauche républicaine ! Eh bien moi, je ne me tairai pas. »
Très belle itw d’@Anne_Hidalgo face aux lecteurs du @le_Parisien 

https://t.co/gCk6w3AQe8",0
1502,Trilobi06631698,"@Le_Sondier @Vdnkh3 @Fabien_Roussel @Europe1 Vous connaissez un candidat qui ne se fait pas attaquer?

Les militants LFI attaquent tout ce qui est vaguement à gauche (Roussel particulièrement, c'est vrai, mais aussi Jadot, Taubira, Hidalgo).

Si un de ces candidats se prend une casserole, ça sera aussi la faute de LFI?",0
1503,KronnBD,"@EbibiGlass Reste plus que Mélenchon, Macron et Pécresse à avoir leur article casserole :)",0
1504,bordo480,"@BIGBANGBUG @BirgitdeFrance Ils sortent une casserole de dernière minute à Pecresse. 
Et Macron élu dans un fauteuil. 
( ils trouveront bien quelques robes offertes )
Tout sauf Alstom .",0
1505,polkoano,"@Anne_Hidalgo Quelle grille de salaire et financé comment ? C'est ca qu'on veut entendre, pas des discours de miss France",2
